PolicyID,CustomerID,ProductType,SumAssured,AnnualPremium,StartDate,EndDate,TenureMonths,Status,RegionID
5004278,206459,Travel,26243.03,1237.71,2020-11-13,2021-05-12,6,Active,6173
5004279,205530,Travel,30681.29,2445.9,2024-09-21,2025-03-20,6,Active,6027
5004280,207500,Property,464705.56,9733.39,2023-07-09,2024-07-03,12,Expired,6128
5004281,202627,Auto,24896.65,2363.21,2021-10-24,2022-10-19,12,Active,6094
5004282,200281,Auto,3945.86,192.72,2020-11-13,2021-11-08,12,Active,6035
5004283,204884,Health,62786.28,2529.49,2022-10-01,2023-09-26,12,Active,6129
5004284,200489,Health,22388.58,1833.35,2023-12-18,2024-12-12,12,Active,6024
5004285,206768,Auto,19191.46,493.76,2021-11-19,2022-11-14,12,Active,6012
5004286,202504,PersonalAccident,55376.13,5608.64,2022-11-13,2023-11-08,12,Active,6161
5004287,202315,PersonalAccident,27523.77,3294.82,2020-10-21,2021-10-16,12,Active,6072
5004288,211540,Auto,7296.77,762.81,2021-12-29,2022-12-24,12,Active,6016
5004289,214189,Health,88289.62,3152.81,2020-09-24,2021-09-19,12,Active,6175
5004290,207107,PersonalAccident,65185.21,6904.67,2020-07-13,2021-07-08,12,Expired,6040
5004291,204574,SME,106959.62,3651.01,2024-04-30,2025-04-25,12,Lapsed,6078
5004292,204207,Auto,14235.01,724.73,2023-10-12,2024-10-06,12,Active,6032
5004293,203323,Auto,10111.6,1045.96,2024-06-30,2025-06-25,12,Active,6014
5004294,206504,Travel,27397.78,2035.99,2020-02-16,2020-08-14,6,Active,6066
5004295,213740,Auto,17332.62,1106.01,2021-12-09,2022-12-04,12,Active,6053
5004296,210619,Travel,8706.99,549.9,2020-12-29,2021-06-27,6,Active,6162
5004297,211562,Auto,3018.23,260.25,2021-07-19,2022-07-14,12,Active,6178
5004298,213856,SME,209812.15,15010.36,2023-05-24,2024-05-18,12,Active,6083
5004299,204717,Property,263838.76,22336.7,2024-01-23,2025-01-17,12,Active,6017
5004300,203340,Travel,47848.84,3184.04,2024-04-25,2024-10-22,6,Active,6193
5004301,208916,Travel,45419.02,2550.68,2023-04-02,2023-09-29,6,Active,6134
5004302,204487,Auto,26585.68,2668.11,2025-05-07,2026-05-02,12,Expired,6072
5004303,214538,Auto,15500.67,707.07,2023-10-09,2024-10-03,12,Active,6146
5004304,209436,SME,80995.09,8032.75,2022-04-28,2023-04-23,12,Active,6149
5004305,206320,Health,26567.79,1447.16,2020-07-04,2021-06-29,12,Active,6097
5004306,204782,SME,12442.22,816.87,2021-11-19,2022-11-14,12,Active,6091
5004307,208301,Auto,13125.54,277.06,2022-06-22,2023-06-17,12,Active,6219
5004308,207486,Health,82107.68,7782.11,2023-12-29,2024-12-23,12,Active,6019
5004309,201040,Health,72482.61,3650.91,2023-07-22,2024-07-16,12,Active,6082
5004310,211389,SME,176361.08,15344.03,2023-08-03,2024-07-28,12,Active,6139
5004311,213522,SME,125660.82,11454.14,2020-01-19,2021-01-13,12,Active,6183
5004312,214281,Health,56850.18,2586.85,2020-06-01,2021-05-27,12,Active,6043
5004313,208496,Health,46115.95,4869.9,2021-12-26,2022-12-21,12,Expired,6158
5004314,201460,Health,59717.87,6510.24,2024-06-14,2025-06-09,12,Active,6037
5004315,200776,Auto,5987.08,514.92,2023-10-30,2024-10-24,12,Lapsed,6160
5004316,200994,Health,82656.01,3237.14,2022-11-20,2023-11-15,12,Active,6024
5004317,213505,Auto,11309.01,992.77,2020-03-29,2021-03-24,12,Expired,6115
5004318,201298,Auto,8524.28,189.95,2025-03-17,2026-03-12,12,Active,6185
5004319,213454,Health,45039.52,3884.84,2024-09-05,2025-08-31,12,Active,6088
5004320,212548,PersonalAccident,62057.55,3557.65,2021-10-21,2022-10-16,12,Active,6105
5004321,209816,Health,73014.0,5143.89,2022-12-04,2023-11-29,12,Active,6175
5004322,214892,Auto,29222.92,2273.06,2020-01-02,2020-12-27,12,Active,6132
5004323,211130,Health,20125.84,636.71,2024-12-15,2025-12-10,12,Active,6217
5004324,209094,Travel,6902.04,766.04,2024-12-02,2025-05-31,6,Active,6032
5004325,203211,SME,117950.38,4030.36,2021-07-09,2022-07-04,12,Expired,6068
5004326,214398,Health,87186.65,4867.61,2021-05-09,2022-05-04,12,Active,6091
5004327,210539,Auto,5768.29,339.98,2024-06-01,2025-05-27,12,Active,6209
5004328,213422,Property,111523.49,3950.3,2022-09-21,2023-09-16,12,Active,6140
5004329,204663,Auto,7240.97,444.25,2024-05-20,2025-05-15,12,Active,6078
5004330,214736,Health,5732.78,437.93,2021-03-28,2022-03-23,12,Active,6214
5004331,214648,Auto,16668.37,534.69,2020-01-04,2020-12-29,12,Active,6079
5004332,210627,Property,433027.85,29843.29,2022-06-10,2023-06-05,12,Active,6211
5004333,200807,Auto,23686.76,1481.55,2023-07-07,2024-07-01,12,Active,6171
5004334,206680,Auto,8458.76,800.26,2020-05-13,2021-05-08,12,Active,6127
5004335,202521,SME,251256.74,9499.03,2023-04-02,2024-03-27,12,Expired,6080
5004336,213689,SME,111204.64,5549.03,2020-04-05,2021-03-31,12,Active,6036
5004337,204412,PersonalAccident,66054.38,4448.07,2025-02-07,2026-02-02,12,Active,6216
5004338,207871,Auto,18616.63,744.94,2023-03-03,2024-02-26,12,Active,6081
5004339,205630,Auto,12176.48,1440.94,2020-12-08,2021-12-03,12,Active,6104
5004340,203614,Travel,23288.9,1208.48,2021-01-06,2021-07-05,6,Active,6109
5004341,213217,Property,444131.98,17746.03,2022-07-30,2023-07-25,12,Active,6049
5004342,214469,Property,176004.05,4621.16,2023-06-03,2024-05-28,12,Active,6013
5004343,206792,Travel,14755.51,1238.46,2020-08-20,2021-02-16,6,Active,6089
5004344,206593,Auto,11048.5,473.22,2023-10-20,2024-10-14,12,Active,6062
5004345,205496,Health,33786.63,2832.49,2022-07-06,2023-07-01,12,Active,6037
5004346,213528,Travel,39857.23,1424.19,2020-10-13,2021-04-11,6,Active,6123
5004347,207591,Auto,4953.24,433.61,2021-07-21,2022-07-16,12,Active,6182
5004348,204884,Property,351140.53,23434.77,2021-09-14,2022-09-09,12,Lapsed,6207
5004349,207012,SME,12936.84,832.1,2024-01-28,2025-01-22,12,Lapsed,6138
5004350,213493,Health,25696.81,816.29,2020-04-10,2021-04-05,12,Lapsed,6009
5004351,201427,Auto,5523.3,476.84,2021-10-02,2022-09-27,12,Active,6167
5004352,200617,Auto,17718.02,2062.45,2023-08-04,2024-07-29,12,Active,6146
5004353,207868,Auto,29716.56,1853.99,2025-05-24,2026-05-19,12,Active,6016
5004354,208615,Auto,19831.83,443.24,2020-10-22,2021-10-17,12,Lapsed,6061
5004355,205756,Health,25369.62,1653.99,2022-02-14,2023-02-09,12,Active,6108
5004356,209551,Auto,27260.94,748.44,2021-06-20,2022-06-15,12,Active,6155
5004357,202967,Auto,9437.87,1036.42,2024-04-28,2025-04-23,12,Active,6013
5004358,207926,Auto,29820.94,3180.64,2024-08-15,2025-08-10,12,Active,6038
5004359,209926,Auto,15049.23,866.24,2024-08-15,2025-08-10,12,Active,6192
5004360,203144,Health,65730.55,2783.54,2022-11-13,2023-11-08,12,Active,6095
5004361,203202,Auto,10639.64,987.37,2020-05-16,2021-05-11,12,Active,6035
5004362,200663,Auto,6799.69,757.32,2023-09-27,2024-09-21,12,Active,6162
5004363,206699,PersonalAccident,59202.67,2692.71,2023-08-16,2024-08-10,12,Lapsed,6061
5004364,213061,Property,345927.64,12917.39,2020-09-29,2021-09-24,12,Active,6028
5004365,212232,Property,347022.36,39932.79,2022-03-15,2023-03-10,12,Lapsed,6106
5004366,207673,SME,98644.16,4743.44,2021-04-23,2022-04-18,12,Active,6157
5004367,207626,SME,223480.6,20795.46,2022-06-20,2023-06-15,12,Active,6138
5004368,206946,Auto,10534.52,742.44,2024-05-12,2025-05-07,12,Active,6031
5004369,204255,Auto,11683.79,335.84,2020-12-26,2021-12-21,12,Active,6119
5004370,211243,Auto,4905.53,240.56,2023-07-31,2024-07-25,12,Active,6035
5004371,211394,SME,178321.58,19547.0,2021-01-22,2022-01-17,12,Active,6024
5004372,206347,PersonalAccident,70488.94,4620.73,2020-02-11,2021-02-05,12,Active,6100
5004373,214034,Auto,29604.08,3509.79,2021-07-02,2022-06-27,12,Expired,6183
5004374,206348,Health,65171.32,4983.6,2020-08-31,2021-08-26,12,Active,6181
5004375,206546,Health,92192.06,5702.32,2025-05-31,2026-05-26,12,Active,6073
5004376,201968,Auto,7010.4,713.03,2025-05-14,2026-05-09,12,Active,6161
5004377,204420,Health,26920.9,594.2,2022-02-06,2023-02-01,12,Active,6009
5004378,208297,Health,98263.63,10979.4,2021-11-13,2022-11-08,12,Active,6100
5004379,212822,Health,27650.83,3191.66,2024-04-18,2025-04-13,12,Active,6047
5004380,209773,PersonalAccident,36425.96,3314.73,2021-04-29,2022-04-24,12,Lapsed,6060
5004381,206472,Auto,29225.04,1165.55,2020-10-05,2021-09-30,12,Lapsed,6012
5004382,211132,Auto,15734.11,1199.24,2021-09-17,2022-09-12,12,Active,6121
5004383,205453,Auto,19924.7,490.76,2024-01-05,2024-12-30,12,Active,6100
5004384,201378,Health,42059.75,1987.47,2022-07-04,2023-06-29,12,Active,6113
5004385,206235,Property,399914.94,29159.88,2022-10-12,2023-10-07,12,Active,6043
5004386,209995,Auto,22476.57,1039.1,2022-03-05,2023-02-28,12,Active,6053
5004387,201764,Auto,25349.13,2099.1,2021-04-27,2022-04-22,12,Active,6113
5004388,205116,Auto,28294.75,2036.72,2020-10-27,2021-10-22,12,Active,6174
5004389,212891,Health,21991.28,1878.43,2023-03-22,2024-03-16,12,Active,6019
5004390,204680,Health,59364.76,5303.05,2025-02-22,2026-02-17,12,Active,6197
5004391,214412,Health,53616.55,1702.15,2020-08-04,2021-07-30,12,Expired,6116
5004392,207626,Auto,9774.45,1077.24,2022-05-05,2023-04-30,12,Active,6163
5004393,204219,Health,24678.27,1848.02,2021-06-22,2022-06-17,12,Active,6100
5004394,207091,Health,12326.57,1158.33,2025-05-24,2026-05-19,12,Active,6199
5004395,205402,SME,140839.61,14622.12,2020-06-19,2021-06-14,12,Cancelled,6007
5004396,209700,Auto,2320.55,75.01,2021-08-25,2022-08-20,12,Active,6087
5004397,208273,Health,70624.08,2979.87,2020-03-28,2021-03-23,12,Active,6033
5004398,209858,Travel,24662.1,2736.83,2023-01-12,2023-07-11,6,Active,6005
5004399,203826,Health,41698.72,1116.91,2023-01-11,2024-01-06,12,Active,6105
5004400,200736,Health,60341.46,6357.93,2023-09-12,2024-09-06,12,Active,6163
5004401,207765,Health,91738.21,6237.28,2023-01-16,2024-01-11,12,Active,6076
5004402,200076,Health,94270.3,9558.4,2022-09-10,2023-09-05,12,Lapsed,6042
5004403,214537,Travel,41800.47,2370.67,2024-09-25,2025-03-24,6,Active,6009
5004404,205376,Auto,14801.88,518.0,2020-02-09,2021-02-03,12,Expired,6011
5004405,210900,Auto,11420.94,427.02,2024-01-14,2025-01-08,12,Active,6008
5004406,201433,Travel,44361.89,3316.68,2020-05-24,2020-11-20,6,Expired,6086
5004407,201102,Property,312912.63,10294.42,2020-07-01,2021-06-26,12,Active,6034
5004408,209484,Auto,7000.29,494.64,2024-05-22,2025-05-17,12,Active,6034
5004409,200901,Property,87660.23,6184.47,2022-02-25,2023-02-20,12,Active,6184
5004410,210419,Auto,2873.23,239.73,2021-05-31,2022-05-26,12,Active,6058
5004411,204431,Health,42070.26,4727.49,2022-02-27,2023-02-22,12,Active,6033
5004412,202844,Health,35814.72,3821.51,2021-10-23,2022-10-18,12,Active,6151
5004413,208186,Health,90319.72,2873.61,2024-11-08,2025-11-03,12,Cancelled,6165
5004414,206693,Auto,25049.65,2851.12,2021-06-26,2022-06-21,12,Active,6128
5004415,209026,Travel,14397.62,1674.92,2022-05-16,2022-11-12,6,Expired,6092
5004416,201426,Health,21802.5,1105.92,2024-01-21,2025-01-15,12,Expired,6122
5004417,208817,Auto,12398.08,385.37,2020-02-25,2021-02-19,12,Active,6208
5004418,207794,Auto,12809.71,1483.83,2022-06-18,2023-06-13,12,Active,6094
5004419,207679,Health,77519.69,3794.25,2023-06-26,2024-06-20,12,Active,6193
5004420,214345,Auto,8657.57,449.49,2024-02-05,2025-01-30,12,Cancelled,6198
5004421,211776,Health,32162.81,2356.0,2022-12-25,2023-12-20,12,Active,6077
5004422,206806,Auto,27224.32,2471.54,2025-08-26,2026-08-21,12,Expired,6148
5004423,207401,Health,87678.31,8263.8,2020-12-06,2021-12-01,12,Active,6197
5004424,209745,Health,22354.91,897.77,2023-01-13,2024-01-08,12,Active,6093
5004425,203008,PersonalAccident,86624.49,8561.3,2020-01-09,2021-01-03,12,Active,6007
5004426,209578,PersonalAccident,62943.54,5739.1,2020-05-13,2021-05-08,12,Active,6033
5004427,209808,Health,21723.83,2486.71,2020-11-27,2021-11-22,12,Active,6024
5004428,207144,Auto,25414.61,602.91,2024-01-03,2024-12-28,12,Active,6072
5004429,213397,Health,40490.22,960.4,2023-08-20,2024-08-14,12,Active,6056
5004430,210383,Property,101080.52,6944.45,2025-04-27,2026-04-22,12,Expired,6172
5004431,204351,Property,316332.21,23845.32,2020-09-02,2021-08-28,12,Expired,6049
5004432,200671,Auto,12843.67,858.42,2021-10-16,2022-10-11,12,Active,6129
5004433,211937,Health,14204.69,801.2,2024-03-21,2025-03-16,12,Expired,6024
5004434,205684,PersonalAccident,17897.3,927.99,2020-09-09,2021-09-04,12,Expired,6079
5004435,204501,Health,60780.61,4097.14,2020-06-13,2021-06-08,12,Active,6020
5004436,213038,SME,160319.62,16944.71,2024-03-23,2025-03-18,12,Lapsed,6141
5004437,205569,Auto,27428.55,592.34,2021-05-26,2022-05-21,12,Active,6193
5004438,204679,Health,72201.88,4424.17,2022-09-30,2023-09-25,12,Expired,6191
5004439,212111,Auto,11485.07,942.59,2020-03-14,2021-03-09,12,Active,6178
5004440,211651,Auto,25124.82,1332.59,2021-04-15,2022-04-10,12,Active,6078
5004441,204218,Health,61553.08,1910.38,2022-11-21,2023-11-16,12,Active,6169
5004442,204613,Auto,25597.06,1061.75,2024-01-11,2025-01-05,12,Active,6093
5004443,205107,Property,137115.07,7950.16,2025-05-22,2026-05-17,12,Active,6153
5004444,206509,Auto,12722.41,995.46,2025-07-03,2026-06-28,12,Active,6115
5004445,201480,Health,39050.11,3152.08,2025-07-01,2026-06-26,12,Active,6069
5004446,214622,Auto,18869.62,1404.48,2020-06-27,2021-06-22,12,Active,6091
5004447,205859,Travel,9434.78,669.28,2021-08-12,2022-02-08,6,Active,6012
5004448,203640,Property,47716.06,2010.31,2022-07-10,2023-07-05,12,Active,6075
5004449,214296,Health,95599.43,7976.42,2020-02-03,2021-01-28,12,Active,6178
5004450,204475,PersonalAccident,37226.88,2547.84,2021-03-30,2022-03-25,12,Active,6212
5004451,204991,Auto,21858.29,2611.9,2025-04-05,2026-03-31,12,Active,6029
5004452,202004,Health,60567.02,6081.07,2025-05-24,2026-05-19,12,Active,6204
5004453,200258,Health,77298.55,3267.14,2022-01-08,2023-01-03,12,Expired,6108
5004454,212403,Travel,32369.88,2068.67,2020-12-03,2021-06-01,6,Active,6148
5004455,211661,Health,41802.73,1663.18,2021-10-02,2022-09-27,12,Active,6130
5004456,206523,Auto,15808.58,378.82,2021-05-20,2022-05-15,12,Lapsed,6054
5004457,208318,Auto,19916.67,1725.65,2022-12-02,2023-11-27,12,Active,6071
5004458,208901,SME,53243.2,3783.15,2025-06-18,2026-06-13,12,Active,6110
5004459,203379,Auto,11050.97,286.12,2021-11-21,2022-11-16,12,Active,6124
5004460,201422,Auto,27723.76,720.41,2022-07-06,2023-07-01,12,Active,6130
5004461,208786,Auto,7755.79,886.34,2020-04-30,2021-04-25,12,Active,6181
5004462,202087,Health,31029.53,1805.05,2021-01-18,2022-01-13,12,Expired,6100
5004463,214294,Auto,2327.96,208.8,2021-01-07,2022-01-02,12,Lapsed,6215
5004464,200896,Property,87557.36,8127.53,2023-03-10,2024-03-04,12,Active,6079
5004465,208407,Health,64424.73,5335.22,2025-06-25,2026-06-20,12,Cancelled,6188
5004466,209597,Auto,19112.87,2007.79,2024-09-11,2025-09-06,12,Active,6065
5004467,212075,Auto,29267.55,1018.02,2022-12-15,2023-12-10,12,Active,6072
5004468,213120,Auto,19998.8,2203.76,2024-08-20,2025-08-15,12,Active,6181
5004469,203106,Health,18859.89,789.92,2025-04-01,2026-03-27,12,Cancelled,6122
5004470,206668,Auto,21430.71,2523.5,2022-01-20,2023-01-15,12,Active,6188
5004471,211802,Property,106803.14,3492.55,2022-03-24,2023-03-19,12,Active,6123
5004472,213092,Auto,9410.61,986.06,2024-12-03,2025-11-28,12,Active,6065
5004473,207643,Property,67090.02,4368.92,2025-04-29,2026-04-24,12,Active,6190
5004474,201723,SME,215877.36,19014.29,2022-10-20,2023-10-15,12,Active,6048
5004475,206105,Health,86449.0,6840.19,2020-04-02,2021-03-28,12,Cancelled,6074
5004476,209667,Property,471547.98,11740.02,2023-11-18,2024-11-12,12,Active,6079
5004477,209039,Auto,23990.61,1450.47,2022-12-18,2023-12-13,12,Active,6198
5004478,202766,PersonalAccident,83064.22,6454.84,2024-04-11,2025-04-06,12,Active,6069
5004479,207742,Health,50969.17,1126.46,2025-03-13,2026-03-08,12,Active,6212
5004480,212424,Travel,44239.87,2383.37,2023-11-19,2024-05-17,6,Active,6208
5004481,209563,Health,48051.14,1917.74,2020-09-27,2021-09-22,12,Active,6169
5004482,200783,Auto,10296.16,1055.71,2025-07-29,2026-07-24,12,Active,6190
5004483,202663,Health,42405.84,988.86,2024-05-12,2025-05-07,12,Lapsed,6000
5004484,204569,Auto,20052.54,1338.31,2025-04-17,2026-04-12,12,Cancelled,6146
5004485,208313,Property,384768.21,11273.56,2021-05-08,2022-05-03,12,Active,6153
5004486,202026,Health,76801.14,2474.25,2022-12-06,2023-12-01,12,Active,6024
5004487,204435,PersonalAccident,98110.62,5142.62,2020-10-08,2021-10-03,12,Expired,6050
5004488,208362,SME,226636.06,26446.1,2022-12-27,2023-12-22,12,Active,6089
5004489,205186,Auto,22378.43,719.0,2025-05-24,2026-05-19,12,Active,6115
5004490,210032,Property,371512.01,31559.71,2021-05-11,2022-05-06,12,Active,6104
5004491,208305,Property,420030.47,26521.3,2025-04-02,2026-03-28,12,Active,6139
5004492,213385,Auto,14172.61,943.31,2023-02-01,2024-01-27,12,Active,6096
5004493,201518,Auto,29125.06,1126.52,2020-02-22,2021-02-16,12,Active,6212
5004494,209222,Auto,27326.75,955.18,2023-02-24,2024-02-19,12,Active,6074
5004495,203047,Auto,17225.27,1415.67,2022-02-26,2023-02-21,12,Active,6171
5004496,210120,Health,22841.78,2340.67,2025-01-03,2025-12-29,12,Lapsed,6053
5004497,213140,PersonalAccident,16549.63,667.14,2023-07-24,2024-07-18,12,Lapsed,6209
5004498,206056,Auto,24216.51,736.85,2021-08-08,2022-08-03,12,Active,6182
5004499,202422,Auto,12724.35,1334.34,2024-07-01,2025-06-26,12,Active,6030
5004500,208689,Auto,8761.0,509.53,2022-06-11,2023-06-06,12,Active,6112
5004501,213632,Health,97988.35,3225.02,2024-02-24,2025-02-18,12,Expired,6151
5004502,213177,Health,62550.01,5520.97,2020-02-07,2021-02-01,12,Active,6210
5004503,210400,Health,70020.52,5025.17,2020-12-25,2021-12-20,12,Active,6094
5004504,209167,Health,99629.11,5422.67,2023-10-02,2024-09-26,12,Active,6115
5004505,212466,Property,56528.17,6228.85,2023-02-16,2024-02-11,12,Expired,6137
5004506,203742,Travel,5942.77,273.8,2022-04-15,2022-10-12,6,Active,6131
5004507,205015,Auto,20658.1,2460.13,2023-12-10,2024-12-04,12,Lapsed,6088
5004508,209771,Health,18083.05,1705.66,2023-04-01,2024-03-26,12,Active,6103
5004509,201045,Auto,16249.65,436.94,2021-11-23,2022-11-18,12,Active,6032
5004510,213710,Health,29423.3,2411.05,2024-12-18,2025-12-13,12,Expired,6115
5004511,208315,Property,416711.86,24647.32,2021-03-20,2022-03-15,12,Active,6044
5004512,213968,Health,12508.21,1276.54,2020-03-31,2021-03-26,12,Active,6201
5004513,210848,PersonalAccident,93573.03,9318.75,2024-11-13,2025-11-08,12,Active,6054
5004514,201484,Property,309863.34,27563.12,2020-11-08,2021-11-03,12,Active,6196
5004515,214294,Property,61405.81,7169.54,2024-10-19,2025-10-14,12,Expired,6200
5004516,210930,Property,134138.71,12862.63,2020-02-14,2021-02-08,12,Active,6027
5004517,209979,Health,50387.13,5037.75,2022-12-07,2023-12-02,12,Expired,6172
5004518,203733,Property,61182.54,5055.99,2020-02-01,2021-01-26,12,Lapsed,6118
5004519,205696,PersonalAccident,5247.58,414.93,2020-02-19,2021-02-13,12,Active,6043
5004520,209682,Auto,13660.03,478.27,2025-04-02,2026-03-28,12,Active,6070
5004521,214953,SME,22066.44,1666.59,2021-05-18,2022-05-13,12,Expired,6085
5004522,207700,Auto,23617.19,698.91,2021-05-24,2022-05-19,12,Active,6068
5004523,207515,Property,494872.92,13081.07,2025-02-24,2026-02-19,12,Active,6149
5004524,208556,Property,119504.59,4230.33,2024-01-06,2024-12-31,12,Expired,6092
5004525,209202,SME,214210.5,21421.32,2024-12-17,2025-12-12,12,Active,6036
5004526,205211,Property,464589.01,14814.47,2024-10-09,2025-10-04,12,Active,6044
5004527,208383,Property,330490.91,24145.08,2020-02-08,2021-02-02,12,Active,6187
5004528,209049,Auto,18757.44,391.79,2023-10-12,2024-10-06,12,Active,6024
5004529,204505,Auto,19788.82,2099.06,2020-02-08,2021-02-02,12,Active,6167
5004530,211500,Property,470233.85,42902.87,2023-10-10,2024-10-04,12,Active,6219
5004531,202882,Health,93736.27,7173.88,2022-09-12,2023-09-07,12,Active,6139
5004532,212866,Property,130842.28,13158.32,2021-08-04,2022-07-30,12,Active,6063
5004533,213662,Auto,9332.5,538.19,2022-08-16,2023-08-11,12,Active,6123
5004534,206321,Property,351039.76,28093.06,2024-04-17,2025-04-12,12,Active,6122
5004535,206863,Travel,39405.62,2921.82,2023-07-31,2024-01-27,6,Expired,6090
5004536,208137,Property,294363.85,9282.85,2021-11-17,2022-11-12,12,Expired,6062
5004537,207801,SME,102892.17,10346.71,2021-11-15,2022-11-10,12,Active,6058
5004538,213774,Travel,45195.93,3596.24,2023-05-22,2023-11-18,6,Active,6156
5004539,213713,Health,79557.66,2068.99,2025-04-02,2026-03-28,12,Active,6020
5004540,213325,Health,34450.9,3761.84,2021-11-28,2022-11-23,12,Active,6041
5004541,213835,PersonalAccident,73379.1,6509.18,2022-02-08,2023-02-03,12,Active,6154
5004542,213414,Auto,17731.12,1833.68,2024-05-17,2025-05-12,12,Active,6046
5004543,204022,PersonalAccident,45569.14,2987.09,2024-08-22,2025-08-17,12,Active,6033
5004544,206614,Auto,5238.86,203.31,2023-10-13,2024-10-07,12,Expired,6142
5004545,214650,Auto,4939.17,501.04,2023-12-12,2024-12-06,12,Expired,6057
5004546,214516,Auto,23411.04,1775.79,2022-04-14,2023-04-09,12,Expired,6077
5004547,206564,SME,91688.01,3286.31,2021-07-29,2022-07-24,12,Lapsed,6080
5004548,210484,PersonalAccident,16374.04,1196.02,2020-04-26,2021-04-21,12,Active,6192
5004549,213951,Health,5044.76,316.51,2022-10-22,2023-10-17,12,Expired,6167
5004550,212254,Property,275087.41,7097.33,2024-10-12,2025-10-07,12,Active,6179
5004551,210008,Auto,21235.66,1228.89,2020-10-10,2021-10-05,12,Expired,6124
5004552,209258,Health,25634.16,1830.83,2022-08-29,2023-08-24,12,Active,6141
5004553,200691,PersonalAccident,94025.53,4929.31,2021-08-10,2022-08-05,12,Active,6122
5004554,206145,Health,13246.89,1143.89,2024-02-06,2025-01-31,12,Active,6100
5004555,213235,Health,41480.62,1847.45,2020-06-23,2021-06-18,12,Active,6195
5004556,203493,Auto,7784.53,799.28,2022-08-14,2023-08-09,12,Active,6173
5004557,209567,Auto,20606.38,1572.57,2024-03-29,2025-03-24,12,Expired,6035
5004558,214330,Auto,4474.65,154.55,2022-09-14,2023-09-09,12,Active,6109
5004559,211355,PersonalAccident,40157.47,4142.6,2024-05-28,2025-05-23,12,Active,6159
5004560,206397,Auto,27644.56,2744.09,2020-05-27,2021-05-22,12,Expired,6187
5004561,212435,Health,59684.75,4536.28,2024-03-16,2025-03-11,12,Active,6145
5004562,212262,Property,428390.05,17444.82,2022-11-14,2023-11-09,12,Lapsed,6104
5004563,200645,Health,73624.42,4100.69,2020-11-15,2021-11-10,12,Active,6200
5004564,204758,Auto,28095.54,1868.47,2024-06-13,2025-06-08,12,Active,6005
5004565,214211,Auto,27673.52,1574.47,2024-09-17,2025-09-12,12,Active,6052
5004566,210950,Auto,6629.13,138.66,2023-10-30,2024-10-24,12,Active,6183
5004567,206834,Auto,18956.91,2193.86,2023-03-25,2024-03-19,12,Active,6073
5004568,213811,Auto,8601.92,296.3,2022-08-29,2023-08-24,12,Expired,6142
5004569,203734,Auto,27867.32,2325.06,2021-10-16,2022-10-11,12,Expired,6047
5004570,212606,Travel,45970.74,2786.0,2023-11-24,2024-05-22,6,Active,6150
5004571,200121,PersonalAccident,15871.68,345.72,2020-11-25,2021-11-20,12,Active,6067
5004572,204030,Auto,28209.79,1049.89,2020-06-01,2021-05-27,12,Active,6010
5004573,202560,Health,32507.76,2948.52,2021-09-13,2022-09-08,12,Active,6064
5004574,211745,Property,278708.96,17695.09,2023-11-22,2024-11-16,12,Active,6134
5004575,209214,Health,78598.68,5530.67,2025-02-12,2026-02-07,12,Active,6002
5004576,210174,Property,40052.56,904.24,2025-03-02,2026-02-25,12,Active,6213
5004577,200306,Auto,12267.87,352.03,2023-06-30,2024-06-24,12,Expired,6160
5004578,204461,Auto,13799.53,1470.38,2020-02-27,2021-02-21,12,Lapsed,6042
5004579,209774,PersonalAccident,72774.86,6586.73,2020-02-11,2021-02-05,12,Lapsed,6170
5004580,213028,Auto,10746.9,1213.49,2021-01-24,2022-01-19,12,Active,6020
5004581,205813,Auto,3165.14,65.91,2020-07-02,2021-06-27,12,Active,6131
5004582,205757,Auto,18838.7,1640.08,2021-06-13,2022-06-08,12,Lapsed,6000
5004583,212646,Health,33416.83,2691.75,2021-12-04,2022-11-29,12,Active,6027
5004584,202774,Auto,26004.9,1898.61,2025-06-03,2026-05-29,12,Active,6147
5004585,212041,Property,109016.34,8097.04,2023-06-07,2024-06-01,12,Expired,6119
5004586,202929,PersonalAccident,10252.88,1111.97,2020-09-06,2021-09-01,12,Active,6191
5004587,212678,PersonalAccident,63488.96,4396.27,2025-04-17,2026-04-12,12,Cancelled,6025
5004588,204328,Travel,49310.08,3141.3,2023-12-28,2024-06-25,6,Expired,6022
5004589,200764,Health,86937.7,6663.68,2024-02-06,2025-01-31,12,Active,6076
5004590,203786,SME,106316.95,7821.17,2023-11-12,2024-11-06,12,Active,6073
5004591,201676,Travel,6083.46,191.5,2024-01-21,2024-07-19,6,Active,6126
5004592,213361,Auto,14628.62,1562.32,2024-05-22,2025-05-17,12,Active,6160
5004593,214337,Health,13529.45,1094.43,2020-02-01,2021-01-26,12,Active,6120
5004594,212474,Auto,3629.89,433.68,2024-06-29,2025-06-24,12,Active,6042
5004595,209354,Health,93691.04,8270.42,2021-10-23,2022-10-18,12,Active,6053
5004596,204486,Health,48643.5,5067.2,2024-12-01,2025-11-26,12,Active,6120
5004597,210626,Auto,22055.53,573.29,2021-06-13,2022-06-08,12,Active,6087
5004598,203869,Auto,3318.42,360.37,2021-03-10,2022-03-05,12,Active,6168
5004599,202568,Property,289733.14,6990.5,2020-07-19,2021-07-14,12,Active,6048
5004600,204061,Auto,26561.7,1138.86,2022-07-07,2023-07-02,12,Active,6090
5004601,207358,Auto,11083.75,305.17,2022-04-10,2023-04-05,12,Active,6101
