ProviderID,ProviderName,Category,RegionID,Rating
900641,Provider_0641,TPA,6070,4.4
900642,Provider_0642,TPA,6122,2.66
900643,Provider_0643,Hospital,6100,3.86
900644,Provider_0644,Garage,6144,2.8
900645,Provider_0645,TPA,6072,3.4
900646,Provider_0646,Garage,6070,3.96
900647,Provider_0647,Clinic,6215,3.62
900648,Provider_0648,Garage,6202,4.81
900649,Provider_0649,Hospital,6031,4.62
900650,Provider_0650,Garage,6015,2.92
900651,Provider_0651,TPA,6203,3.67
900652,Provider_0652,Hospital,6027,2.63
900653,Provider_0653,BodyShop,6207,4.99
900654,Provider_0654,Hospital,6027,4.51
900655,Provider_0655,Hospital,6115,4.97
900656,Provider_0656,Garage,6037,4.84
900657,Provider_0657,Garage,6035,3.6
900658,Provider_0658,Hospital,6219,2.81
900659,Provider_0659,Clinic,6165,4.88
900660,Provider_0660,Clinic,6053,2.58
900661,Provider_0661,Hospital,6003,4.15
900662,Provider_0662,Clinic,6212,4.24
900663,Provider_0663,Hospital,6079,3.21
900664,Provider_0664,Garage,6013,2.92
900665,Provider_0665,TPA,6106,2.54
900666,Provider_0666,BodyShop,6205,3.82
900667,Provider_0667,Hospital,6143,3.68
900668,Provider_0668,BodyShop,6076,3.3
900669,Provider_0669,Hospital,6219,4.44
900670,Provider_0670,Hospital,6217,4.91
900671,Provider_0671,Garage,6206,3.85
900672,Provider_0672,Diagnostics,6207,4.1
900673,Provider_0673,BodyShop,6181,3.47
900674,Provider_0674,BodyShop,6023,4.98
900675,Provider_0675,BodyShop,6166,3.63
900676,Provider_0676,Diagnostics,6106,4.84
900677,Provider_0677,Clinic,6089,2.78
900678,Provider_0678,Hospital,6082,2.72
900679,Provider_0679,Hospital,6005,2.9
900680,Provider_0680,Garage,6217,4.1
900681,Provider_0681,TPA,6183,3.09
900682,Provider_0682,Hospital,6054,4.22
900683,Provider_0683,Garage,6037,4.94
900684,Provider_0684,BodyShop,6152,3.82
900685,Provider_0685,Garage,6142,4.31
900686,Provider_0686,Clinic,6008,4.29
900687,Provider_0687,Hospital,6077,3.68
900688,Provider_0688,Garage,6212,2.93
900689,Provider_0689,Hospital,6096,3.12
900690,Provider_0690,Hospital,6109,2.76
900691,Provider_0691,Garage,6190,3.07
900692,Provider_0692,Garage,6088,2.81
900693,Provider_0693,TPA,6054,4.15
900694,Provider_0694,Hospital,6126,4.49
900695,Provider_0695,BodyShop,6141,3.73
900696,Provider_0696,BodyShop,6100,3.35
900697,Provider_0697,TPA,6141,2.64
900698,Provider_0698,TPA,6135,3.24
900699,Provider_0699,BodyShop,6059,3.92
900700,Provider_0700,Garage,6019,4.0
900701,Provider_0701,Diagnostics,6152,4.01
900702,Provider_0702,Hospital,6051,3.36
900703,Provider_0703,BodyShop,6101,3.76
900704,Provider_0704,Hospital,6106,3.36
900705,Provider_0705,Hospital,6013,4.07
900706,Provider_0706,Garage,6145,3.01
900707,Provider_0707,Garage,6182,3.8
900708,Provider_0708,Diagnostics,6076,3.3
900709,Provider_0709,BodyShop,6137,4.22
900710,Provider_0710,Hospital,6126,4.95
900711,Provider_0711,Garage,6082,4.8
900712,Provider_0712,Hospital,6200,4.73
900713,Provider_0713,TPA,6144,4.31
900714,Provider_0714,Diagnostics,6183,4.37
900715,Provider_0715,BodyShop,6183,3.47
900716,Provider_0716,Diagnostics,6093,4.55
900717,Provider_0717,TPA,6070,3.09
900718,Provider_0718,BodyShop,6116,3.66
900719,Provider_0719,BodyShop,6036,4.57
900720,Provider_0720,Garage,6185,2.66
900721,Provider_0721,BodyShop,6020,4.54
900722,Provider_0722,Hospital,6192,3.06
900723,Provider_0723,BodyShop,6155,3.28
900724,Provider_0724,Diagnostics,6117,4.45
900725,Provider_0725,Garage,6095,4.31
900726,Provider_0726,Hospital,6040,4.09
900727,Provider_0727,BodyShop,6100,4.68
900728,Provider_0728,Garage,6185,3.06
900729,Provider_0729,Garage,6074,3.27
900730,Provider_0730,Hospital,6207,2.97
900731,Provider_0731,TPA,6007,2.71
900732,Provider_0732,Hospital,6051,4.46
900733,Provider_0733,BodyShop,6114,3.44
900734,Provider_0734,Garage,6178,4.56
900735,Provider_0735,Hospital,6071,3.44
900736,Provider_0736,TPA,6046,4.15
900737,Provider_0737,Hospital,6029,2.7
900738,Provider_0738,Hospital,6183,4.12
900739,Provider_0739,Garage,6129,2.63
900740,Provider_0740,Diagnostics,6206,4.98
900741,Provider_0741,Hospital,6145,4.18
900742,Provider_0742,Garage,6130,3.35
900743,Provider_0743,BodyShop,6141,2.94
900744,Provider_0744,BodyShop,6148,3.9
900745,Provider_0745,Hospital,6020,2.74
900746,Provider_0746,BodyShop,6203,4.76
900747,Provider_0747,Clinic,6158,2.75
900748,Provider_0748,Hospital,6147,3.54
900749,Provider_0749,Garage,6122,3.96
900750,Provider_0750,BodyShop,6205,2.5
900751,Provider_0751,Garage,6025,3.87
900752,Provider_0752,Clinic,6198,4.54
900753,Provider_0753,BodyShop,6131,4.28
900754,Provider_0754,Clinic,6176,4.84
900755,Provider_0755,Garage,6139,4.81
900756,Provider_0756,Hospital,6084,4.5
900757,Provider_0757,Hospital,6162,2.61
900758,Provider_0758,Hospital,6177,4.17
900759,Provider_0759,BodyShop,6207,4.04
900760,Provider_0760,Garage,6064,3.52
900761,Provider_0761,Garage,6005,4.92
900762,Provider_0762,BodyShop,6151,4.18
900763,Provider_0763,Garage,6118,4.61
900764,Provider_0764,Garage,6162,4.11
900765,Provider_0765,Clinic,6096,4.88
900766,Provider_0766,Garage,6164,4.23
900767,Provider_0767,Hospital,6190,3.91
900768,Provider_0768,Garage,6157,2.62
900769,Provider_0769,Hospital,6075,2.83
900770,Provider_0770,Hospital,6110,4.41
900771,Provider_0771,Hospital,6134,4.63
900772,Provider_0772,Hospital,6122,3.46
900773,Provider_0773,Hospital,6161,3.23
900774,Provider_0774,TPA,6036,2.89
900775,Provider_0775,BodyShop,6144,2.59
900776,Provider_0776,Hospital,6025,3.47
900777,Provider_0777,Diagnostics,6121,2.98
900778,Provider_0778,Garage,6018,4.2
900779,Provider_0779,Hospital,6187,2.6
900780,Provider_0780,BodyShop,6122,3.5
900781,Provider_0781,Garage,6176,2.94
900782,Provider_0782,Hospital,6046,4.75
900783,Provider_0783,Garage,6213,2.8
900784,Provider_0784,Garage,6035,4.99
900785,Provider_0785,Garage,6135,4.8
900786,Provider_0786,Garage,6103,4.17
900787,Provider_0787,Hospital,6100,3.82
900788,Provider_0788,Hospital,6167,3.97
900789,Provider_0789,Hospital,6210,5.0
900790,Provider_0790,Clinic,6152,2.77
900791,Provider_0791,Diagnostics,6000,3.11
900792,Provider_0792,BodyShop,6077,3.73
900793,Provider_0793,BodyShop,6097,2.68
900794,Provider_0794,Hospital,6169,3.59
900795,Provider_0795,BodyShop,6144,4.76
900796,Provider_0796,Clinic,6157,3.12
900797,Provider_0797,Hospital,6117,4.52
900798,Provider_0798,Garage,6146,4.53
900799,Provider_0799,Garage,6143,3.34
900800,Provider_0800,Garage,6110,4.96
900801,Provider_0801,Clinic,6056,3.34
900802,Provider_0802,TPA,6008,2.59
900803,Provider_0803,Hospital,6011,3.83
900804,Provider_0804,Hospital,6004,4.52
900805,Provider_0805,Hospital,6216,4.13
900806,Provider_0806,Garage,6000,3.15
900807,Provider_0807,Garage,6080,2.83
900808,Provider_0808,Hospital,6181,4.12
900809,Provider_0809,Hospital,6193,3.47
900810,Provider_0810,Hospital,6025,2.77
900811,Provider_0811,Garage,6107,2.87
900812,Provider_0812,Hospital,6139,4.72
900813,Provider_0813,Hospital,6160,3.86
900814,Provider_0814,Garage,6117,3.61
900815,Provider_0815,TPA,6157,3.63
900816,Provider_0816,Diagnostics,6037,4.26
900817,Provider_0817,Garage,6097,3.37
900818,Provider_0818,Garage,6175,3.07
900819,Provider_0819,Diagnostics,6173,3.88
900820,Provider_0820,Hospital,6219,3.37
900821,Provider_0821,Diagnostics,6160,3.29
900822,Provider_0822,Garage,6058,3.11
900823,Provider_0823,Hospital,6118,4.61
900824,Provider_0824,Clinic,6140,4.39
900825,Provider_0825,Garage,6191,3.32
900826,Provider_0826,Diagnostics,6083,3.01
900827,Provider_0827,Hospital,6182,4.29
900828,Provider_0828,Clinic,6122,4.83
900829,Provider_0829,Clinic,6102,4.19
900830,Provider_0830,Garage,6137,4.88
900831,Provider_0831,Hospital,6019,3.82
900832,Provider_0832,BodyShop,6041,3.04
900833,Provider_0833,TPA,6017,4.41
900834,Provider_0834,Clinic,6081,3.63
900835,Provider_0835,Garage,6037,4.4
900836,Provider_0836,Hospital,6081,3.29
900837,Provider_0837,Hospital,6010,4.19
900838,Provider_0838,TPA,6041,4.3
900839,Provider_0839,Garage,6119,4.52
900840,Provider_0840,Garage,6143,4.21
900841,Provider_0841,Garage,6200,4.33
900842,Provider_0842,TPA,6129,4.46
900843,Provider_0843,Diagnostics,6112,3.94
900844,Provider_0844,Clinic,6086,4.64
900845,Provider_0845,BodyShop,6205,4.3
900846,Provider_0846,Diagnostics,6079,3.49
900847,Provider_0847,Hospital,6179,4.1
900848,Provider_0848,TPA,6188,2.97
900849,Provider_0849,Hospital,6151,2.65
900850,Provider_0850,TPA,6117,2.83
900851,Provider_0851,Garage,6029,4.09
900852,Provider_0852,Hospital,6097,4.5
900853,Provider_0853,BodyShop,6091,2.56
900854,Provider_0854,BodyShop,6200,4.66
900855,Provider_0855,Hospital,6191,3.34
900856,Provider_0856,Clinic,6045,2.93
900857,Provider_0857,BodyShop,6028,3.84
900858,Provider_0858,Hospital,6017,3.1
900859,Provider_0859,Clinic,6159,3.46
900860,Provider_0860,Garage,6153,4.04
900861,Provider_0861,Hospital,6195,2.98
900862,Provider_0862,Hospital,6211,3.26
900863,Provider_0863,Garage,6115,4.74
900864,Provider_0864,Clinic,6027,2.9
900865,Provider_0865,Hospital,6047,4.89
900866,Provider_0866,Hospital,6142,2.52
900867,Provider_0867,Hospital,6167,3.13
900868,Provider_0868,Hospital,6071,4.55
900869,Provider_0869,Garage,6014,4.23
900870,Provider_0870,BodyShop,6195,4.35
900871,Provider_0871,BodyShop,6034,3.97
900872,Provider_0872,Garage,6054,4.07
900873,Provider_0873,Hospital,6124,2.67
900874,Provider_0874,Garage,6094,3.83
900875,Provider_0875,BodyShop,6148,2.95
900876,Provider_0876,BodyShop,6003,4.39
900877,Provider_0877,Hospital,6169,2.94
900878,Provider_0878,Hospital,6121,2.91
900879,Provider_0879,Hospital,6085,3.31
900880,Provider_0880,TPA,6091,4.58
900881,Provider_0881,Hospital,6089,2.97
900882,Provider_0882,Clinic,6175,2.62
900883,Provider_0883,Diagnostics,6005,2.83
900884,Provider_0884,Garage,6134,3.85
900885,Provider_0885,Garage,6019,2.77
900886,Provider_0886,Hospital,6088,3.51
900887,Provider_0887,Hospital,6135,2.6
900888,Provider_0888,Hospital,6008,4.26
900889,Provider_0889,Hospital,6119,2.54
900890,Provider_0890,Diagnostics,6161,4.58
900891,Provider_0891,TPA,6084,3.42
900892,Provider_0892,Hospital,6049,4.02
900893,Provider_0893,Hospital,6102,4.89
900894,Provider_0894,Garage,6083,4.2
900895,Provider_0895,BodyShop,6118,3.83
900896,Provider_0896,Hospital,6091,4.67
900897,Provider_0897,Hospital,6192,3.79
900898,Provider_0898,Hospital,6156,3.94
900899,Provider_0899,Garage,6127,4.91
900900,Provider_0900,Garage,6103,2.89
900901,Provider_0901,Hospital,6050,4.42
900902,Provider_0902,Garage,6151,4.45
900903,Provider_0903,Hospital,6183,4.47
900904,Provider_0904,Clinic,6063,3.78
900905,Provider_0905,Hospital,6139,2.96
900906,Provider_0906,BodyShop,6197,3.48
900907,Provider_0907,Garage,6188,2.92
900908,Provider_0908,BodyShop,6077,2.63
900909,Provider_0909,Hospital,6062,4.19
900910,Provider_0910,Clinic,6137,4.29
900911,Provider_0911,Garage,6152,4.07
900912,Provider_0912,Diagnostics,6084,3.6
900913,Provider_0913,Garage,6058,3.17
900914,Provider_0914,Hospital,6102,4.75
900915,Provider_0915,Garage,6066,4.99
900916,Provider_0916,Garage,6161,3.93
900917,Provider_0917,Garage,6018,4.79
900918,Provider_0918,Garage,6129,2.57
900919,Provider_0919,Diagnostics,6024,4.62
900920,Provider_0920,Hospital,6135,4.11
900921,Provider_0921,BodyShop,6069,4.05
900922,Provider_0922,Clinic,6206,3.48
900923,Provider_0923,Hospital,6051,4.75
900924,Provider_0924,Garage,6129,3.44
900925,Provider_0925,Hospital,6121,4.89
900926,Provider_0926,Garage,6000,4.86
900927,Provider_0927,Hospital,6117,4.53
900928,Provider_0928,Hospital,6173,3.15
900929,Provider_0929,TPA,6124,3.04
900930,Provider_0930,BodyShop,6178,2.6
900931,Provider_0931,Garage,6030,3.32
900932,Provider_0932,BodyShop,6126,3.31
900933,Provider_0933,Garage,6219,3.03
900934,Provider_0934,Garage,6006,4.81
900935,Provider_0935,BodyShop,6096,2.61
900936,Provider_0936,TPA,6010,4.73
900937,Provider_0937,Garage,6024,2.87
900938,Provider_0938,Clinic,6090,3.1
900939,Provider_0939,Diagnostics,6029,4.95
900940,Provider_0940,Hospital,6054,4.81
900941,Provider_0941,Hospital,6204,2.7
900942,Provider_0942,TPA,6094,3.92
900943,Provider_0943,Garage,6105,3.83
900944,Provider_0944,Clinic,6078,3.08
900945,Provider_0945,Hospital,6029,2.91
900946,Provider_0946,Diagnostics,6124,4.71
900947,Provider_0947,BodyShop,6136,3.17
900948,Provider_0948,TPA,6194,4.73
900949,Provider_0949,Clinic,6203,3.24
900950,Provider_0950,Hospital,6063,4.92
900951,Provider_0951,Garage,6203,3.57
900952,Provider_0952,Hospital,6012,4.36
900953,Provider_0953,TPA,6207,3.12
900954,Provider_0954,Clinic,6157,4.85
900955,Provider_0955,Garage,6011,2.75
900956,Provider_0956,BodyShop,6089,3.88
900957,Provider_0957,Hospital,6059,2.77
900958,Provider_0958,Diagnostics,6022,3.2
900959,Provider_0959,Garage,6091,3.34
900960,Provider_0960,Garage,6179,4.23
900961,Provider_0961,Hospital,6162,3.64
900962,Provider_0962,Hospital,6173,3.34
900963,Provider_0963,Garage,6087,4.26
900964,Provider_0964,Hospital,6120,4.71
900965,Provider_0965,Hospital,6191,3.34
900966,Provider_0966,Hospital,6004,4.89
900967,Provider_0967,BodyShop,6140,4.21
900968,Provider_0968,BodyShop,6179,4.15
900969,Provider_0969,Clinic,6206,4.42
900970,Provider_0970,Diagnostics,6004,3.46
900971,Provider_0971,BodyShop,6152,4.26
900972,Provider_0972,BodyShop,6074,4.71
900973,Provider_0973,Hospital,6211,4.86
900974,Provider_0974,Hospital,6009,3.15
900975,Provider_0975,Garage,6199,3.32
900976,Provider_0976,BodyShop,6202,4.58
900977,Provider_0977,Garage,6022,2.74
900978,Provider_0978,Hospital,6041,4.72
900979,Provider_0979,Hospital,6201,3.89
900980,Provider_0980,Hospital,6149,3.12
900981,Provider_0981,Hospital,6116,3.78
900982,Provider_0982,Hospital,6003,3.99
900983,Provider_0983,Garage,6003,4.28
900984,Provider_0984,BodyShop,6210,4.8
900985,Provider_0985,Garage,6061,4.85
900986,Provider_0986,Garage,6070,4.9
900987,Provider_0987,Garage,6100,3.31
900988,Provider_0988,BodyShop,6046,3.08
900989,Provider_0989,Garage,6185,3.99
900990,Provider_0990,Hospital,6173,3.26
900991,Provider_0991,Clinic,6150,3.14
900992,Provider_0992,Hospital,6165,4.08
900993,Provider_0993,Garage,6190,3.75
900994,Provider_0994,Garage,6133,3.87
900995,Provider_0995,BodyShop,6182,4.68
900996,Provider_0996,Garage,6176,3.66
900997,Provider_0997,Hospital,6062,3.47
900998,Provider_0998,TPA,6094,3.75
900999,Provider_0999,Hospital,6020,4.14
901000,Provider_1000,Hospital,6203,4.25
901001,Provider_1001,Garage,6055,2.72
901002,Provider_1002,TPA,6108,4.73
901003,Provider_1003,Diagnostics,6176,3.52
901004,Provider_1004,Clinic,6159,4.32
901005,Provider_1005,Garage,6203,2.91
901006,Provider_1006,Clinic,6175,4.42
901007,Provider_1007,TPA,6001,4.31
901008,Provider_1008,Hospital,6033,4.85
901009,Provider_1009,Garage,6152,4.72
901010,Provider_1010,Clinic,6049,2.93
901011,Provider_1011,Garage,6191,2.69
901012,Provider_1012,Hospital,6101,3.36
901013,Provider_1013,BodyShop,6090,4.85
901014,Provider_1014,Hospital,6071,3.3
901015,Provider_1015,Hospital,6184,2.74
901016,Provider_1016,Hospital,6090,4.1
901017,Provider_1017,Garage,6172,3.87
901018,Provider_1018,Garage,6214,4.63
901019,Provider_1019,Hospital,6038,3.32
901020,Provider_1020,Clinic,6148,3.48
901021,Provider_1021,Clinic,6162,4.76
901022,Provider_1022,Garage,6127,4.32
901023,Provider_1023,Hospital,6190,3.22
901024,Provider_1024,Clinic,6164,3.21
901025,Provider_1025,Clinic,6099,3.26
901026,Provider_1026,Hospital,6131,4.65
901027,Provider_1027,Hospital,6052,4.82
901028,Provider_1028,Diagnostics,6118,3.18
901029,Provider_1029,Hospital,6059,3.95
901030,Provider_1030,Hospital,6058,3.32
901031,Provider_1031,Hospital,6076,2.6
901032,Provider_1032,Hospital,6083,3.71
901033,Provider_1033,Hospital,6038,3.6
901034,Provider_1034,Garage,6135,3.03
901035,Provider_1035,Hospital,6124,4.95
901036,Provider_1036,Hospital,6061,4.93
901037,Provider_1037,Diagnostics,6214,3.64
901038,Provider_1038,Garage,6038,4.53
901039,Provider_1039,Clinic,6181,3.7
901040,Provider_1040,Hospital,6027,2.59
901041,Provider_1041,TPA,6106,4.69
901042,Provider_1042,Hospital,6004,3.5
901043,Provider_1043,Hospital,6114,4.83
901044,Provider_1044,BodyShop,6181,3.23
901045,Provider_1045,Hospital,6164,2.68
901046,Provider_1046,BodyShop,6094,4.21
901047,Provider_1047,Garage,6033,2.97
901048,Provider_1048,Hospital,6197,3.25
901049,Provider_1049,Garage,6148,2.7
901050,Provider_1050,Garage,6195,3.89
901051,Provider_1051,Hospital,6119,3.61
901052,Provider_1052,Hospital,6019,2.65
901053,Provider_1053,TPA,6062,4.88
901054,Provider_1054,Clinic,6016,3.38
901055,Provider_1055,TPA,6025,4.03
901056,Provider_1056,Garage,6143,4.32
901057,Provider_1057,Hospital,6202,2.69
901058,Provider_1058,Hospital,6033,4.94
901059,Provider_1059,Hospital,6209,2.68
901060,Provider_1060,BodyShop,6183,2.88
901061,Provider_1061,BodyShop,6136,2.92
901062,Provider_1062,Garage,6189,4.18
901063,Provider_1063,Garage,6051,2.88
901064,Provider_1064,BodyShop,6085,3.75
901065,Provider_1065,Garage,6141,4.58
901066,Provider_1066,Hospital,6171,4.0
901067,Provider_1067,BodyShop,6040,3.94
901068,Provider_1068,Garage,6180,3.14
901069,Provider_1069,Diagnostics,6035,2.84
901070,Provider_1070,TPA,6195,4.78
901071,Provider_1071,Garage,6026,3.84
901072,Provider_1072,Garage,6206,3.02
901073,Provider_1073,Clinic,6210,4.31
901074,Provider_1074,Garage,6187,4.23
901075,Provider_1075,Hospital,6152,4.18
901076,Provider_1076,Garage,6126,3.85
901077,Provider_1077,Hospital,6166,4.4
901078,Provider_1078,Diagnostics,6120,2.97
901079,Provider_1079,Hospital,6102,3.43
901080,Provider_1080,TPA,6088,4.67
901081,Provider_1081,Hospital,6113,2.85
901082,Provider_1082,TPA,6161,2.92
901083,Provider_1083,TPA,6078,3.68
901084,Provider_1084,Hospital,6214,4.6
901085,Provider_1085,Hospital,6179,3.31
901086,Provider_1086,Hospital,6203,3.83
901087,Provider_1087,Garage,6219,4.96
901088,Provider_1088,Hospital,6023,4.93
901089,Provider_1089,Clinic,6148,4.24
901090,Provider_1090,Hospital,6132,4.8
901091,Provider_1091,Hospital,6190,3.09
901092,Provider_1092,Garage,6151,2.63
901093,Provider_1093,BodyShop,6021,3.0
901094,Provider_1094,BodyShop,6176,4.55
901095,Provider_1095,BodyShop,6061,4.13
901096,Provider_1096,Hospital,6063,4.91
901097,Provider_1097,Hospital,6085,4.2
901098,Provider_1098,Clinic,6082,4.52
901099,Provider_1099,TPA,6176,3.53
901100,Provider_1100,Hospital,6201,3.72
901101,Provider_1101,Hospital,6188,4.91
901102,Provider_1102,Clinic,6069,4.25
901103,Provider_1103,Garage,6212,3.21
901104,Provider_1104,Garage,6129,4.05
901105,Provider_1105,BodyShop,6148,2.75
901106,Provider_1106,Clinic,6113,4.38
901107,Provider_1107,Clinic,6149,3.53
901108,Provider_1108,Garage,6081,3.71
901109,Provider_1109,Hospital,6162,3.13
901110,Provider_1110,Garage,6136,4.92
901111,Provider_1111,Hospital,6002,3.64
901112,Provider_1112,Diagnostics,6074,3.47
901113,Provider_1113,Garage,6138,4.33
901114,Provider_1114,Hospital,6140,4.28
901115,Provider_1115,Garage,6133,2.82
901116,Provider_1116,Hospital,6105,3.41
901117,Provider_1117,Hospital,6095,3.07
901118,Provider_1118,Diagnostics,6189,3.16
901119,Provider_1119,Hospital,6146,4.64
901120,Provider_1120,Garage,6199,3.17
901121,Provider_1121,Clinic,6044,3.74
901122,Provider_1122,Clinic,6101,2.74
901123,Provider_1123,TPA,6185,2.8
901124,Provider_1124,Hospital,6048,3.29
901125,Provider_1125,Garage,6094,3.33
901126,Provider_1126,Hospital,6018,3.28
901127,Provider_1127,Garage,6077,2.66
901128,Provider_1128,Garage,6002,4.7
901129,Provider_1129,Hospital,6187,3.1
901130,Provider_1130,Hospital,6047,3.69
901131,Provider_1131,Garage,6001,4.66
901132,Provider_1132,Hospital,6176,3.65
901133,Provider_1133,Garage,6125,4.27
901134,Provider_1134,Hospital,6197,3.31
901135,Provider_1135,Garage,6146,2.82
901136,Provider_1136,Diagnostics,6095,4.04
901137,Provider_1137,Hospital,6213,4.78
901138,Provider_1138,Clinic,6089,2.98
901139,Provider_1139,Hospital,6140,3.88
901140,Provider_1140,BodyShop,6161,2.96
901141,Provider_1141,Hospital,6056,2.52
901142,Provider_1142,Hospital,6022,2.5
901143,Provider_1143,Hospital,6151,3.02
901144,Provider_1144,BodyShop,6215,3.77
901145,Provider_1145,Garage,6202,2.91
901146,Provider_1146,Garage,6098,4.72
901147,Provider_1147,Garage,6100,3.89
901148,Provider_1148,BodyShop,6007,4.38
901149,Provider_1149,Garage,6112,3.88
901150,Provider_1150,Hospital,6082,3.14
901151,Provider_1151,Hospital,6151,3.74
901152,Provider_1152,Diagnostics,6010,4.58
901153,Provider_1153,Hospital,6177,3.6
901154,Provider_1154,Clinic,6200,3.17
901155,Provider_1155,Hospital,6104,2.77
901156,Provider_1156,Garage,6003,4.76
901157,Provider_1157,Garage,6169,3.34
901158,Provider_1158,Hospital,6093,4.11
901159,Provider_1159,Garage,6215,4.9
901160,Provider_1160,Hospital,6115,2.75
901161,Provider_1161,Hospital,6159,3.19
901162,Provider_1162,Garage,6213,3.28
901163,Provider_1163,Garage,6127,2.52
901164,Provider_1164,Garage,6137,2.93
901165,Provider_1165,Garage,6101,4.24
901166,Provider_1166,Hospital,6199,4.91
901167,Provider_1167,Hospital,6157,4.08
901168,Provider_1168,BodyShop,6113,4.35
901169,Provider_1169,BodyShop,6037,3.35
901170,Provider_1170,Hospital,6120,3.96
901171,Provider_1171,TPA,6155,3.73
901172,Provider_1172,BodyShop,6201,3.99
901173,Provider_1173,Hospital,6031,2.67
901174,Provider_1174,Diagnostics,6009,3.92
901175,Provider_1175,Hospital,6013,3.28
901176,Provider_1176,Hospital,6092,3.88
901177,Provider_1177,Hospital,6021,4.99
901178,Provider_1178,Hospital,6193,3.94
901179,Provider_1179,Garage,6075,3.25
901180,Provider_1180,Clinic,6082,2.89
901181,Provider_1181,Hospital,6016,2.72
901182,Provider_1182,BodyShop,6046,2.95
901183,Provider_1183,Diagnostics,6182,4.67
901184,Provider_1184,Garage,6178,4.34
901185,Provider_1185,Hospital,6009,4.75
901186,Provider_1186,Garage,6159,4.61
901187,Provider_1187,Hospital,6054,3.72
901188,Provider_1188,Hospital,6086,3.38
901189,Provider_1189,Hospital,6063,3.89
901190,Provider_1190,BodyShop,6044,4.42
901191,Provider_1191,Clinic,6075,2.88
901192,Provider_1192,Hospital,6177,3.56
901193,Provider_1193,Hospital,6004,4.97
901194,Provider_1194,TPA,6077,4.41
901195,Provider_1195,TPA,6194,3.13
901196,Provider_1196,TPA,6165,3.84
901197,Provider_1197,Garage,6053,2.97
901198,Provider_1198,Hospital,6028,4.46
901199,Provider_1199,TPA,6096,3.82
901200,Provider_1200,TPA,6188,4.4
901201,Provider_1201,Clinic,6105,3.13
901202,Provider_1202,Clinic,6018,2.98
901203,Provider_1203,BodyShop,6170,4.57
901204,Provider_1204,TPA,6103,2.79
901205,Provider_1205,Hospital,6042,3.84
901206,Provider_1206,Garage,6171,2.65
901207,Provider_1207,Clinic,6159,2.95
901208,Provider_1208,BodyShop,6010,2.94
901209,Provider_1209,Hospital,6103,4.58
901210,Provider_1210,Garage,6187,2.54
901211,Provider_1211,TPA,6064,3.5
901212,Provider_1212,TPA,6208,4.53
901213,Provider_1213,Garage,6005,3.81
901214,Provider_1214,Hospital,6099,3.69
901215,Provider_1215,Hospital,6122,4.66
901216,Provider_1216,Clinic,6159,4.71
901217,Provider_1217,Hospital,6079,3.12
901218,Provider_1218,Garage,6148,3.34
901219,Provider_1219,Hospital,6026,2.58
901220,Provider_1220,Hospital,6044,3.94
901221,Provider_1221,Clinic,6179,3.46
901222,Provider_1222,Hospital,6072,3.05
901223,Provider_1223,BodyShop,6027,4.93
901224,Provider_1224,Hospital,6062,3.95
901225,Provider_1225,Garage,6030,3.38
901226,Provider_1226,Hospital,6167,2.61
901227,Provider_1227,Hospital,6167,4.35
901228,Provider_1228,Garage,6153,4.29
901229,Provider_1229,Diagnostics,6125,4.99
901230,Provider_1230,Garage,6012,4.07
901231,Provider_1231,Hospital,6033,3.9
901232,Provider_1232,Garage,6058,3.23
901233,Provider_1233,Hospital,6020,3.1
901234,Provider_1234,Hospital,6089,3.31
901235,Provider_1235,Garage,6210,3.93
901236,Provider_1236,TPA,6171,4.93
901237,Provider_1237,TPA,6129,4.75
901238,Provider_1238,Garage,6113,2.8
901239,Provider_1239,Clinic,6068,2.87
901240,Provider_1240,Clinic,6005,2.57
901241,Provider_1241,Hospital,6218,4.91
901242,Provider_1242,TPA,6096,4.82
901243,Provider_1243,Garage,6072,3.34
901244,Provider_1244,Hospital,6135,3.99
901245,Provider_1245,Hospital,6005,4.27
901246,Provider_1246,BodyShop,6094,2.86
901247,Provider_1247,Garage,6202,4.96
901248,Provider_1248,Diagnostics,6188,3.58
901249,Provider_1249,Hospital,6098,3.65
901250,Provider_1250,BodyShop,6164,4.66
901251,Provider_1251,Garage,6159,3.07
901252,Provider_1252,Garage,6201,4.96
901253,Provider_1253,TPA,6092,3.75
901254,Provider_1254,Hospital,6179,3.59
901255,Provider_1255,Hospital,6035,4.4
901256,Provider_1256,Clinic,6032,2.99
901257,Provider_1257,BodyShop,6209,4.0
901258,Provider_1258,Garage,6085,2.84
901259,Provider_1259,Hospital,6078,3.44
901260,Provider_1260,TPA,6145,4.97
901261,Provider_1261,Garage,6043,4.57
901262,Provider_1262,Clinic,6198,4.47
901263,Provider_1263,Hospital,6216,3.63
901264,Provider_1264,Hospital,6036,3.8
901265,Provider_1265,TPA,6077,3.3
901266,Provider_1266,Hospital,6153,3.0
901267,Provider_1267,Hospital,6164,3.24
901268,Provider_1268,Garage,6087,2.81
901269,Provider_1269,Hospital,6198,3.23
901270,Provider_1270,Clinic,6179,4.8
901271,Provider_1271,Hospital,6114,4.04
901272,Provider_1272,Hospital,6025,4.25
901273,Provider_1273,Clinic,6097,4.41
901274,Provider_1274,Garage,6091,2.55
901275,Provider_1275,Garage,6002,4.05
901276,Provider_1276,Garage,6043,4.75
901277,Provider_1277,Hospital,6083,3.82
901278,Provider_1278,Hospital,6113,3.06
